feature_name,Scaler_center,Scaler_scale,Q1_Coef_age,Q1_Coef_age2,Q1_Intercept,Q5_Coef_age,Q5_Coef_age2,Q5_Intercept,Q25_Coef_age,Q25_Coef_age2,Q25_Intercept,Q50_Coef_age,Q50_Coef_age2,Q50_Intercept,Q75_Coef_age,Q75_Coef_age2,Q75_Intercept,Q95_Coef_age,Q95_Coef_age2,Q95_Intercept,Q99_Coef_age,Q99_Coef_age2,Q99_Intercept,MAE_norm,quantile
A2009-ctx-lh-G_and_S_cingul-Mid-Ant_ThickAvg,2.554,0.237,0.0356288534603322,-0.000622463337597973,-1.92274356530367,-0.0475615148202107,0.000280410882449628,0.483571820779734,-0.061665593674881,0.000414744966054484,1.45193988244406,-0.063312963803985,0.000415710030849592,1.95888135226255,-0.0705631237614774,0.000515684889532752,2.48346953207468,-0.0873875922322906,0.000746102107916744,3.35177226360523,-0.0856078138176678,0.000703422492639466,3.70710334714998,0.523867619376654,95
