feature_name,MAE_norm,Norm_Coeff_age,Norm_Coeff_age2,Norm_Intercept,Scaler_center,Scaler_scale,mean
A2009-ctx-rh-Lat_Fis-ant-Horizont_GrayVol,0.619867429652094,-0.028724801329556,0.000153509953130337,0.98735998395316,529,176,-0.508913218929685
A2009-ctx-rh-Lat_Fis-ant-Horizont_ThickAvg,0.583017081498145,-0.0702914282715357,0.000550896892698977,1.95100396323364,2.161,0.287,-0.26465184030692
A2009-ctx-rh-Lat_Fis-ant-Horizont_ThickStd,0.574987932975178,-0.0441317180386243,0.000422583333809328,1.06374953145362,0.432,0.109,-0.776678163023678
A2009-ctx-rh-Lat_Fis-ant-Vertical_GrayVol,0.629132784374804,-0.00825753239075531,-6.91112129060326E-05,0.56354316662563,366,137,-1.3571336257613
A2009-ctx-rh-Lat_Fis-ant-Vertical_ThickAvg,0.583299699815612,-0.0302606732693125,0.000129933412262024,1.06277360710624,2.309,0.357,0.157851575593315
A2009-ctx-rh-Lat_Fis-ant-Vertical_ThickStd,0.585826936141471,-0.0218546699384,0.000171438420189957,0.623855477395237,0.423,0.134,1.74285042282926
A2009-ctx-rh-Lat_Fis-post_GrayVol,0.600523817027705,-0.0323039325326467,0.000227157438269906,0.96318309455369,1805,265,0.418860225287286
A2009-ctx-rh-Lat_Fis-post_ThickAvg,0.532712742610297,-0.0638660469009885,0.000354996257764285,2.10041006890073,2.355,0.229,0.13085386835366
A2009-ctx-rh-Lat_Fis-post_ThickStd,0.597638217213009,-0.052164662368689,0.00059789841309401,1.04467594564543,0.504,0.076,-1.50824765239639
A2009-ctx-rh-Pole_occipital_GrayVol,0.593285725271672,-0.00143967510291801,-6.47490534577444E-05,0.208692875079681,5738,1011,2.80610439354642
A2009-ctx-rh-Pole_occipital_ThickAvg,0.624115346672645,-0.0329766490109075,0.000320324795459887,0.783030111812645,1.996,0.166,0.92336876912818
A2009-ctx-rh-Pole_occipital_ThickStd,0.582381864273524,-0.0061143283844143,0.00013510707518383,-0.00776203326522895,0.726,0.13,1.79879159666916
A2009-ctx-rh-Pole_temporal_GrayVol,0.603679535769194,0.00210012937158791,-0.000114512054851316,0.138305235050555,5805,885,-0.229431630426071
A2009-ctx-rh-Pole_temporal_ThickAvg,0.630061931846638,0.0246003737368313,-0.000230301623999553,-0.597845449059675,3.212,0.275,-2.25503614115739
A2009-ctx-rh-Pole_temporal_ThickStd,0.562458668348355,-0.0216172963215039,0.000101996072469492,0.77792634556505,0.812,0.126,0.923362316338158
A2009-ctx-rh-S_calcarine_GrayVol,0.584776499569455,-0.020120170312763,8.56992666180062E-05,0.7214942736252,2569,644,1.74936806738963
A2009-ctx-rh-S_calcarine_ThickAvg,0.525184940141448,-0.0682439063463707,0.000463499487494625,2.06193932508129,1.705,0.172,-0.190321733698712
A2009-ctx-rh-S_calcarine_ThickStd,0.554805366627074,-0.0511866096052781,0.000326748895411549,1.60861261456715,0.573,0.1,1.81432714309431
A2009-ctx-rh-S_central_GrayVol,0.576920514807154,0.022706598590466,-0.000196713370708481,-0.576389882742472,3152,545,-0.541015731394679
A2009-ctx-rh-S_central_ThickAvg,0.581723199246387,-0.0117095795676565,-1.33411585236118E-05,0.579708901260086,1.785,0.14,-1.92107880676321
A2009-ctx-rh-S_central_ThickStd,0.603182150898407,0.0250683337841262,-0.000204642643125414,-0.668452507316233,0.563,0.098,-0.845134148336729
A2009-ctx-rh-S_cingul-Marginalis_GrayVol,0.597995661179356,-0.0227535000502571,0.000122377347775878,0.790290125457096,1816,349,-1.0598830970479
A2009-ctx-rh-S_cingul-Marginalis_ThickAvg,0.562277141854167,-0.078900400615052,0.00067223095356007,2.09561232120343,2.125,0.182,-0.318049283702015
A2009-ctx-rh-S_cingul-Marginalis_ThickStd,0.598948199524828,-0.0558591872705957,0.0005384640380327,1.32308655171078,0.474,0.073,-1.17543914053828
A2009-ctx-rh-S_circular_insula_ant_GrayVol,0.572456347523009,-0.0354791218695847,0.000207904229211834,1.17087021787527,947,214,0.411879691953494
A2009-ctx-rh-S_circular_insula_ant_ThickAvg,0.53280320850041,-0.0531175170865339,0.000357418725319523,1.63936878398667,2.735,0.316,-0.283387033601437
A2009-ctx-rh-S_circular_insula_ant_ThickStd,0.603834987732615,-0.0265951987069799,0.000308996998856319,0.542313599757084,0.551,0.126,-1.64163321273919
A2009-ctx-rh-S_circular_insula_inf_GrayVol,0.598693657313336,-0.00287260340791498,-3.18069025192628E-05,0.212765217418786,1797,307,1.23372433284578
A2009-ctx-rh-S_circular_insula_inf_ThickAvg,0.511448468629947,-0.0313373265502477,8.32590562266832E-05,1.21689103964594,2.642,0.301,0.152192294735456
A2009-ctx-rh-S_circular_insula_inf_ThickStd,0.556587486568937,-0.00596660799366524,0.000175859111463255,-0.102772698128191,0.669,0.145,2.21915164604051
A2009-ctx-rh-S_circular_insula_sup_GrayVol,0.59147618216115,-0.02242287854626,0.000135816756088342,0.697606317771385,2120,352,0.172568191608594
A2009-ctx-rh-S_circular_insula_sup_ThickAvg,0.524850542520928,-0.0338979669499151,6.95731096769018E-05,1.36927048157754,2.608,0.202,0.129380480275999
A2009-ctx-rh-S_circular_insula_sup_ThickStd,0.606624747177281,-0.023171981717482,0.000281322911603741,0.444357152495444,0.484,0.081,-1.0596542747109
A2009-ctx-rh-S_collat_transv_ant_GrayVol,0.60345821263282,0.000417717631057289,-0.000103206913667113,0.238033215939985,1846,428,-1.82837859070242
A2009-ctx-rh-S_collat_transv_ant_ThickAvg,0.642330069625627,-0.0177719587768272,0.000115739973654158,0.529471327111538,2.574,0.249,-0.446132155470139
A2009-ctx-rh-S_collat_transv_ant_ThickStd,0.569917304866311,-0.0070977403685014,-9.99560736315974E-07,0.340155390671647,0.535,0.138,0.602708301899236
A2009-ctx-rh-S_collat_transv_post_GrayVol,0.578382642646208,-0.012654874448663,6.3518830712834E-06,0.586644475739064,563,200,-0.236726769140089
A2009-ctx-rh-S_collat_transv_post_ThickAvg,0.563743644372382,-0.0273892260204691,0.000135984793647627,0.936523592816783,1.982,0.26,0.897142721209155
A2009-ctx-rh-S_collat_transv_post_ThickStd,0.599333354884028,-0.0392486118691435,0.000313745798486875,1.14267059798803,0.401,0.109,0.454316530588887
A2009-ctx-rh-S_front_inf_GrayVol,0.579399285201634,-0.029885722008685,0.000133621180555071,1.08950438711815,2945,785,0.0924338217199508
A2009-ctx-rh-S_front_inf_ThickAvg,0.556124186390482,-0.0580430313490313,0.000410485220586771,1.73345201169861,2.176,0.182,-1.00287349498258
A2009-ctx-rh-S_front_inf_ThickStd,0.585779651702536,-0.0736727529645657,0.000698235979176805,1.78770532025729,0.445,0.065,0.222566182673365
A2009-ctx-rh-S_front_middle_GrayVol,0.562313045721684,-0.0196881904326139,8.12090687914658E-05,0.765041327675538,3406,997,-0.189699098068776
A2009-ctx-rh-S_front_middle_ThickAvg,0.541325714760554,-0.0680798353858985,0.000586975232857415,1.82327593091307,2.111,0.233,-0.591322195494408
A2009-ctx-rh-S_front_middle_ThickStd,0.590623892205682,-0.091610893573203,0.00083190597366764,2.29901136452189,0.465,0.068,0.850756099336698
A2009-ctx-rh-S_front_sup_GrayVol,0.588537310406014,-0.0351687492913605,0.00029282767369701,0.911164360765465,3899,986,0.437471640791149
A2009-ctx-rh-S_front_sup_ThickAvg,0.555002068312033,-0.0611555592675229,0.000605536477177344,1.44665717100143,2.249,0.261,-0.833039746101676
A2009-ctx-rh-S_front_sup_ThickStd,0.587527676767087,-0.0677396936618709,0.000596216167544423,1.7755845782601,0.465,0.068,2.05967775322769
A2009-ctx-rh-S_interm_prim-Jensen_GrayVol,0.557741624779479,-0.0166266158108455,5.42583803164348E-05,0.660628752732806,545,263,0.814556206564106
A2009-ctx-rh-S_interm_prim-Jensen_ThickAvg,0.586495381209556,-0.028616022353953,0.000125162705703756,1.02662827959139,2.169,0.285,-3.08905738793939
A2009-ctx-rh-S_interm_prim-Jensen_ThickStd,0.642247278507511,-0.0330807199794502,0.000301053279185234,0.899072696428646,0.412,0.111,0.600209063277895
A2009-ctx-rh-S_intrapariet_and_P_trans_GrayVol,0.569759449241412,-0.0358101354457788,0.00020709051436073,1.17414396622528,4235,992,0.196514493744246
A2009-ctx-rh-S_intrapariet_and_P_trans_ThickAvg,0.591444355879469,-0.0452653988820252,0.000286348228364308,1.42384863722973,2.017,0.158,-0.05624015013355
A2009-ctx-rh-S_intrapariet_and_P_trans_ThickStd,0.64059754486627,-0.0691633177820092,0.000675303658770085,1.60113475414089,0.435,0.052,-0.384590558280302
A2009-ctx-rh-S_oc_middle_and_Lunatus_GrayVol,0.584212258270731,-0.00946616020796756,-1.61518559130167E-05,0.482048890919377,1146,395,-0.441524358577457
A2009-ctx-rh-S_oc_middle_and_Lunatus_ThickAvg,0.598760990700631,-0.0187244349417563,8.36775032024757E-05,0.680675626085071,2.101,0.224,-0.794161339891454
A2009-ctx-rh-S_oc_middle_and_Lunatus_ThickStd,0.647718670077755,-0.0483809763190816,0.000498669155989083,1.1510326879952,0.394,0.091,-0.0857471596897923
A2009-ctx-rh-S_oc_sup_and_transversal_GrayVol,0.581669411634106,-0.0254442951829616,0.000100938060259319,0.931680346638163,1680,449,-0.540019022949766
A2009-ctx-rh-S_oc_sup_and_transversal_ThickAvg,0.577036840418098,-0.0520778228847448,0.000386962126260905,1.51189428835966,2.045,0.207,-1.51374050975854
A2009-ctx-rh-S_oc_sup_and_transversal_ThickStd,0.613747981046569,-0.0489567904104663,0.00048777279778853,1.17382279379383,0.406,0.073,-1.02498068972484
A2009-ctx-rh-S_occipital_ant_GrayVol,0.572796352252231,-0.0201818138612025,8.00106710411595E-05,0.784960563298148,1129,412,-1.59668427589354
A2009-ctx-rh-S_occipital_ant_ThickAvg,0.572459074956643,-0.0204149096568102,4.0264811774444E-05,0.826172266585191,2.241,0.243,-1.52094391332931
A2009-ctx-rh-S_occipital_ant_ThickStd,0.618963052662937,-0.0471887544215231,0.000513925211331866,1.02504339109274,0.416,0.098,-1.44834698460336
A2009-ctx-rh-S_oc-temp_lat_GrayVol,0.569529121038094,-0.00385372213941509,-0.000136115873401801,0.481788107629082,1727,432,-1.33150336317948
A2009-ctx-rh-S_oc-temp_lat_ThickAvg,0.575598347702034,-0.0273989472161882,0.000144180932087854,0.978433741109248,2.412,0.222,0.198344412390672
A2009-ctx-rh-S_oc-temp_lat_ThickStd,0.611894381864667,-0.0282872368813764,0.000299695177296964,0.640593952801415,0.468,0.111,0.826100000042486
A2009-ctx-rh-S_oc-temp_med_and_Lingual_GrayVol,0.54177926753359,-0.00678607732215053,-0.000143768723298776,0.634059281338317,3052,584,1.41531725412809
A2009-ctx-rh-S_oc-temp_med_and_Lingual_ThickAvg,0.548224337649688,-0.0167522854236506,-6.59711905479866E-05,0.949929810909636,2.32,0.2,0.627841502545163
A2009-ctx-rh-S_oc-temp_med_and_Lingual_ThickStd,0.589311046085356,-0.0363378817487308,0.000378293606628178,0.821331685055088,0.503,0.088,0.640629710791358
A2009-ctx-rh-S_orbital_lateral_GrayVol,0.585921972465615,-0.0194361430968457,4.81792523471461E-05,0.774338530933563,622,204,-1.40855421697838
A2009-ctx-rh-S_orbital_lateral_ThickAvg,0.583541701553756,-0.0451345364244871,0.000366831870553114,1.28679586936906,2.099,0.283,-0.0281820414635901
A2009-ctx-rh-S_orbital_lateral_ThickStd,0.600363688243778,-0.0547664056017659,0.000466463632534082,1.4600188986291,0.438,0.115,1.1652060123429
A2009-ctx-rh-S_orbital_med-olfact_GrayVol,0.575152951618867,0.00929347241216962,-0.000276842324463668,0.237674018421665,1100,205,-0.266831581526149
A2009-ctx-rh-S_orbital_med-olfact_ThickAvg,0.59261129658808,-0.0139297201892104,1.85043596876799E-05,0.613344702737983,2.228,0.201,0.789607296593026
A2009-ctx-rh-S_orbital_med-olfact_ThickStd,0.599287507217732,-0.0411550494817874,0.000420341510088364,0.91975111215524,0.594,0.112,0.565654945723185
A2009-ctx-rh-S_orbital-H_Shaped_GrayVol,0.547541293849536,-0.0173253895807527,-1.89162805500232E-05,0.843588462401545,2674,471,1.28400206630143
A2009-ctx-rh-S_orbital-H_Shaped_ThickAvg,0.556527156772705,-0.0467869731088053,0.000389415425110009,1.21393190485122,2.649,0.314,-1.06908760158471
A2009-ctx-rh-S_orbital-H_Shaped_ThickStd,0.57700247362172,-0.0743033366690617,0.000768059152023798,1.66483379164834,0.622,0.109,-0.155924444212494
A2009-ctx-rh-S_parieto_occipital_GrayVol,0.573597098629986,-0.0320176297084925,0.000142604936033568,1.19924624465921,3047,726,-0.332735647412409
A2009-ctx-rh-S_parieto_occipital_ThickAvg,0.530003370915593,-0.0441629086702988,0.000181735903746786,1.62383330403579,2.092,0.216,-0.0214818060463568
A2009-ctx-rh-S_parieto_occipital_ThickStd,0.605967932432058,-0.0403168629419136,0.000332294535898883,1.08948232155604,0.51,0.0680000000000001,2.78024644562222
A2009-ctx-rh-S_pericallosal_GrayVol,0.66300290219205,-0.0011260356684686,-9.06010919744731E-05,0.292537486595108,1436,344,1.34181811337232
A2009-ctx-rh-S_pericallosal_ThickAvg,0.616952003232561,-0.0226555059712307,0.000160449722739628,0.72223383874195,1.626,0.212,0.168628667291422
A2009-ctx-rh-S_pericallosal_ThickStd,0.580442207838439,-0.0388031058589614,0.000392808912244414,0.888398600019944,0.549,0.154,0.916519347354368
A2009-ctx-rh-S_postcentral_GrayVol,0.579514570158492,-0.0145968464654511,2.79678099699418E-05,0.60564993076275,2983,714,-0.139645718242293
A2009-ctx-rh-S_postcentral_ThickAvg,0.556687552913829,-0.0677165732291533,0.000504470193664523,1.95479283793939,1.927,0.177,-0.987733560707788
A2009-ctx-rh-S_postcentral_ThickStd,0.584102807448139,-0.0397297307493064,0.000347986329689262,1.0295691271498,0.449,0.06,0.625731932495975
A2009-ctx-rh-S_precentral-inf-part_GrayVol,0.617307570088009,-0.0371408218352781,0.000256483415289992,1.12005372723706,2428,579,0.111154966037807
A2009-ctx-rh-S_precentral-inf-part_ThickAvg,0.579790727123511,-0.043864287120362,0.000322148144256912,1.26019511874528,2.342,0.201,-1.16356335186089
A2009-ctx-rh-S_precentral-inf-part_ThickStd,0.590876013340508,-0.0402450066493171,0.000448675625916767,0.845803894224339,0.455,0.073,1.7241749267944
A2009-ctx-rh-S_precentral-sup-part_GrayVol,0.599827564225312,-0.0157087756963872,8.0221813003507E-05,0.52314311256836,1771,472,-0.856163327844161
A2009-ctx-rh-S_precentral-sup-part_ThickAvg,0.583670444165643,-0.0416266677518555,0.000360042839961626,1.08327035287307,2.163,0.247,-4.22920086439014
A2009-ctx-rh-S_precentral-sup-part_ThickStd,0.601336092906906,-0.0445161510701005,0.000491813600200508,0.921959566737516,0.46,0.073,-0.847929328785992
A2009-ctx-rh-S_suborbital_GrayVol,0.601222019009055,-0.00151721603207566,-7.88880042595769E-05,0.283317931399778,542,204,-1.77212018238052
A2009-ctx-rh-S_suborbital_ThickAvg,0.606507936821542,-0.0166243434033835,9.18765316062405E-05,0.565413017569434,2.343,0.405,-1.26435808970399
A2009-ctx-rh-S_suborbital_ThickStd,0.585126446231214,-0.0417057931416602,0.00037254738992961,1.05946771824941,0.564,0.19,-0.985074948382711
A2009-ctx-rh-S_subparietal_GrayVol,0.583961619796081,-0.0352052445586842,0.00015173137213755,1.29526086674347,1865,490,-0.584243749757458
A2009-ctx-rh-S_subparietal_ThickAvg,0.550395027058952,-0.0235844522215975,3.79762664112961E-05,0.987587826719158,2.244,0.201,0.418710670958978
A2009-ctx-rh-S_subparietal_ThickStd,0.600591490871189,-0.0549057787972204,0.000539527951368602,1.29364537473147,0.465,0.082,0.999066494337184
A2009-ctx-rh-S_temporal_inf_GrayVol,0.578500108449626,-0.018415391990211,6.7504516028695E-05,0.664876364163608,2043,428,1.9413998134462
A2009-ctx-rh-S_temporal_inf_ThickAvg,0.603685048923068,-0.00971251994896199,-9.93307559222676E-06,0.43794093971568,2.441,0.183,-0.347497291382494
A2009-ctx-rh-S_temporal_inf_ThickStd,0.575827197310828,-0.052168533753021,0.00041045630112797,1.48366646528215,0.47,0.092,-1.42617193139641
A2009-ctx-rh-S_temporal_sup_GrayVol,0.555622211498107,-0.0277722774329721,5.24940984307394E-05,1.1563084361176,9995,1891,-0.00850224877885461
A2009-ctx-rh-S_temporal_sup_ThickAvg,0.515505144973429,-0.0571359424342992,0.000311879352110558,1.85741537901852,2.496,0.17,-0.465415962039109
A2009-ctx-rh-S_temporal_sup_ThickStd,0.573647541267135,-0.0861504540196865,0.000870523722160254,1.95589934995744,0.486,0.054,0.353118225832527
A2009-ctx-rh-S_temporal_transverse_GrayVol,0.600015418688214,-0.0156765548807242,8.52537839229236E-06,0.734832353420709,389,124,0.447869754094065
A2009-ctx-rh-S_temporal_transverse_ThickAvg,0.554382440634263,5.86385056418777E-05,-0.000181002215114051,0.425185035144974,2.299,0.445,1.67483053587154
A2009-ctx-rh-S_temporal_transverse_ThickStd,0.585983480344926,-0.01644878696483,0.000102508173976162,0.541344926219606,0.435,0.131,-1.15121299365964
ASEG-Left-Lateral-Ventricle_Volume_mm3,0.579674123868058,-0.0292934654872808,0.0006541234015555,-0.000262337174603319,8282.4,6104.2,0.59908500995167
ASEG-Left-Lateral-Ventricle_normMean,0.50046365006473,-0.0131076514182718,2.18619354246823E-06,0.566658450943405,32.9612,10.5765,-1.34146068734152
ASEG-Left-Lateral-Ventricle_normStdDev,0.499883056664098,0.0232924611911647,-0.000515275650876843,0.100973475565992,12.8487,2.3388,0.713542931676616
ASEG-Left-Inf-Lat-Vent_Volume_mm3,0.677029043520248,-0.0482263085396623,0.000850339307378662,0.430048295721427,380.9,263.3,0.550963558318418
ASEG-Left-Inf-Lat-Vent_normMean,0.59135309856741,0.0292384974578114,-0.000371577512326329,-0.495360973315877,45.9318,7.6701,-0.328987101994687
ASEG-Left-Inf-Lat-Vent_normStdDev,0.599045879409591,-0.00911928657121998,5.72408923745531E-05,0.29891106769777,12.9189,2.4036,1.22010159536949
ASEG-Left-Cerebellum-White-Matter_Volume_mm3,0.612289368003282,0.0767890610320069,-0.000855729512799725,-1.56339351138982,15476.9,2364.5,1.90596196260555
ASEG-Left-Cerebellum-White-Matter_normMean,0.616972236156222,0.0467659091939005,-0.000386476059211146,-1.27683177743741,86.6589,1.75179999999999,-1.30928361701081
ASEG-Left-Cerebellum-White-Matter_normStdDev,0.532223526457268,0.00123852584523037,-6.01072413006499E-06,0.0248293953309793,6.1584,1.2271,1.30612724734353
ASEG-Left-Cerebellum-Cortex_Volume_mm3,0.560192670516586,0.0182515293309594,-0.000426949700278928,0.141795337995895,59070.2,7287.60000000001,1.38733631783196
ASEG-Left-Cerebellum-Cortex_normMean,0.474334339094735,-0.0236555165965394,0.000214065306121434,0.549560092417133,64.5639,8.7758,-1.97889803854618
ASEG-Left-Cerebellum-Cortex_normStdDev,0.535852514999895,0.0753933399550019,-0.000645127382909884,-1.97908443552424,12.0118,1.8702,3.47122560469095
ASEG-Left-Cerebellum-Cortex_normMax,0.608864440073586,0.0382281810459667,-0.000412845308785623,-0.719802244277159,119,25,1.1861605130568
ASEG-Left-Cerebellum-Cortex_normRange,0.613350100497987,0.0385256044564991,-0.000393457909644849,-0.790820360816235,114,27,1.71216836802577
ASEG-Left-Thalamus_Volume_mm3,0.511075413608831,0.021452611705801,-0.00051280397782552,0.193246771756189,7996.3,1219.7,0.324326622745905
ASEG-Left-Thalamus_normMean,0.662674282456302,0.0157968278771587,-0.000241612642440953,-0.255688033152161,94.6784,2.3336,-0.252511098991094
ASEG-Left-Thalamus_normStdDev,0.529366557336702,0.00102177016734402,0.000180288392113991,-0.470109918988742,9.0915,1.4398,1.20696938962458
ASEG-Left-Caudate_Volume_mm3,0.570767829538421,-0.0167320839742224,-8.81795072911596E-06,0.816307770694752,3473.2,572,0.964688344341494
ASEG-Left-Caudate_normMean,0.50441292817536,0.00754189503640005,-3.18292258699803E-05,-0.299596516177054,79.9294,7.3413,-0.35994313321119
ASEG-Left-Caudate_normStdDev,0.537027878180792,0.0172280758949152,5.14344584538543E-06,-0.761658901504485,7.7125,1.2836,0.827257371507138
ASEG-Left-Putamen_Volume_mm3,0.54007791949918,0.0270235078941634,-0.000509621806575138,-0.0840786098118538,4913.3,741.4,2.81343806564373
ASEG-Left-Putamen_normMean,0.571513331142373,0.0836578648591333,-0.000909681040128771,-1.79353051558964,90.9962,4.01400000000001,-1.00406241307183
ASEG-Left-Putamen_normStdDev,0.53393564962898,0.032538256792873,-0.000375025836976147,-0.626440751501372,7.0076,1.5313,1.06534190156906
ASEG-Left-Pallidum_Volume_mm3,0.583336594716215,0.053921831143428,-0.000623761765761281,-1.07959697552933,1977.8,304.7,1.61964934560814
ASEG-Left-Pallidum_normMean,0.711261780393283,0.145138307723338,-0.00162991321292771,-3.04306481432665,100.1077,1.69749999999999,-0.191785656800895
ASEG-Left-Pallidum_normStdDev,0.623200896709836,-0.0336760423405127,0.000473100676199419,0.549983545771898,4.5129,1.3711,0.921131825813996
ASEG-3rd-Ventricle_Volume_mm3,0.506969163513427,-0.020077352699742,0.000613051693315676,-0.299326852485171,1266.3,693,0.316931304154948
ASEG-3rd-Ventricle_normMean,0.561823512281113,-0.0581580548206783,0.000457911938981504,1.59148659739623,36.2226,7.5748,-2.31697230544217
ASEG-3rd-Ventricle_normStdDev,0.45575476671905,0.0154010561876017,-0.00045601857166773,0.345223325924122,13.1141,2.9999,0.265802228005693
ASEG-4th-Ventricle_Volume_mm3,0.624807730522244,0.00218428374529441,-3.91423783463192E-06,-0.0419568761451646,1825.5,677.4,0.713151717553016
ASEG-4th-Ventricle_normMean,0.500188025900004,-0.00388423631480075,3.8191344896591E-05,0.0462203042232541,31.4573,10.624,-1.37084968433142
ASEG-4th-Ventricle_normStdDev,0.58596420495744,0.0351426103267831,-0.000380040801359991,-0.695403748941029,12.1079,1.5421,0.569312859239159
ASEG-Brain-Stem_Volume_mm3,0.600656882145539,0.0480513623932468,-0.000479703578562012,-1.09992121348625,21218.4,2677.2,1.06253728525867
ASEG-Brain-Stem_normMean,0.631104928563811,0.0538856938820296,-0.000627868380383692,-1.04644619413014,86.2727,1.20570000000001,-1.43948962978612
ASEG-Brain-Stem_normStdDev,0.581587645634357,-0.028038114142455,0.000321596991376173,0.575203769047852,10.1222,0.662800000000001,1.50556578522675
ASEG-Left-Hippocampus_Volume_mm3,0.57591483994635,0.0418524845611057,-0.000621728056188982,-0.488562660232126,4217.1,535.6,0.241148266565467
ASEG-Left-Hippocampus_normMean,0.486289025610103,0.00689986244535531,-0.000157289046708908,-0.0155819350489152,72.376,7.41239999999999,-0.512177843410306
ASEG-Left-Hippocampus_normStdDev,0.607077143710616,-0.0348839818010657,0.000524030079361909,0.47389977679316,8.2448,1.2438,-0.516867943676412
ASEG-Left-Amygdala_Volume_mm3,0.578469629859885,0.0617836238845929,-0.000852926456438982,-0.872231290355705,1692,293.8,1.49131527504709
ASEG-Left-Amygdala_normMean,0.51164629087248,-0.00909913268767749,0.000127127347828155,0.108794901184523,73.49,6.5594,-0.364136019466138
ASEG-Left-Amygdala_normStdDev,0.618276296115428,-0.0068834858274153,0.00014127947626831,0.00533170294794556,6.221,0.9071,-0.718139092611444
ASEG-CSF_Volume_mm3,0.611906769617279,0.0094159983018749,6.60696204822872E-05,-0.523687072753344,1055.3,318.2,0.66777887002492
ASEG-CSF_normMean,0.510344939065401,-0.0425200708890001,0.000327681953622819,1.17422765781306,50.1129,10.5958,-1.66549552602461
ASEG-CSF_normStdDev,0.626015550703365,0.00122670955797565,-0.00015165699299283,0.346268907020618,13.9428,1.4093,-1.68958848098622
ASEG-Left-Accumbens-area_Volume_mm3,0.530668756874455,0.019768704724868,-0.000442912541389293,0.110941677962305,511.9,162.4,1.66481933949142
ASEG-Left-Accumbens-area_normMean,0.508808570153009,-0.0173051641393466,0.000276506866379451,0.136009604154486,76.8784,6.98520000000001,-1.19239388291816
ASEG-Left-Accumbens-area_normStdDev,0.592610793202021,-0.0225817744151975,0.00032960659823445,0.275427691088285,4.8924,1.2595,1.3142778159823
ASEG-Left-VentralDC_Volume_mm3,0.579874395826186,0.067602094794154,-0.000857199333360351,-1.1482139111262,4611.2,595,0.812668096552727
ASEG-Left-VentralDC_normMean,0.600331823795099,0.0530388929462589,-0.000709990350405413,-0.840503099339189,92.1083,1.1374,-0.444338403085475
ASEG-Left-VentralDC_normStdDev,0.530739464346213,-0.00951346463600686,0.000235128352733611,-0.126023313829049,10.3704,1.2327,0.606080042545322
ASEG-Left-vessel_Volume_mm3,0.663461829427359,0.0179454513675084,-0.000157592886121285,-0.382258701010882,37,29.9,0.972896586571722
ASEG-Left-vessel_normMean,0.699979066781587,0.0186079057863553,-0.00019434973193297,-0.467408481425958,60,6.9452,-1.12412120357237
ASEG-Left-vessel_normStdDev,0.599821716680956,0.0236479406419295,-0.000181753198851977,-0.68819985981751,8.4703,4.679,0.376421388372814
ASEG-Left-choroid-plexus_Volume_mm3,0.47068038373324,-0.0208145724890764,0.000549248875857287,-0.235419569919138,526.4,341.1,1.3830574144159
ASEG-Left-choroid-plexus_normMean,0.553670975835815,0.000641328177693216,-0.000195429096920965,0.360281724711231,52.2254,4.9683,-1.03073110306505
ASEG-Left-choroid-plexus_normStdDev,0.592673372201309,0.00610751321606226,-0.000221290744233467,0.288381263894329,11.9892,1.2712,-0.349258017135173
ASEG-Right-Lateral-Ventricle_Volume_mm3,0.597280521496894,-0.0283964283113508,0.000639976049515315,-0.0335010949366708,7569.5,5358.5,0.591289999493994
ASEG-Right-Lateral-Ventricle_normMean,0.508715263595589,-0.0109457756146601,1.30349302188041E-05,0.473155323326583,33.9537,10.5256,-1.32705629189021
ASEG-Right-Lateral-Ventricle_normStdDev,0.526533821078206,0.0141590308272486,-0.000447225982759961,0.343285436188874,13.5787,2.0457,0.74866168473562
ASEG-Right-Inf-Lat-Vent_Volume_mm3,0.659380503823484,-0.0357984659254847,0.000620357570363657,0.337223052802923,411,258.5,0.626531284218748
ASEG-Right-Inf-Lat-Vent_normMean,0.586372804898802,0.017268990866802,-0.000231025891956088,-0.255351647588657,43.3546,8.0882,-1.23927763400199
ASEG-Right-Inf-Lat-Vent_normStdDev,0.580246849156158,0.00308495121981498,-8.35282562885891E-05,0.00312416570044639,13.4305,2.3143,-0.107722271848175
ASEG-Right-Cerebellum-White-Matter_Volume_mm3,0.619517195521145,0.0582415699684021,-0.000690562840737618,-1.09771148495755,14538.5,2353.7,0.352026993634296
ASEG-Right-Cerebellum-White-Matter_normMean,0.587951509498672,0.0378091308357504,-0.000251391206815883,-1.17370978286566,86.9147,1.8622,0.907189554469171
ASEG-Right-Cerebellum-White-Matter_normStdDev,0.624202873776637,-0.00676527294627716,8.59555498001973E-05,0.220103320292045,5.9857,1.0402,1.39031923697341
ASEG-Right-Cerebellum-Cortex_Volume_mm3,0.555975650771918,0.00218721833587574,-0.000243075664051489,0.419024284583649,60459.3,7520.2,0.354717769709444
ASEG-Right-Cerebellum-Cortex_normMean,0.480644283034359,-0.0144914498493862,0.000121492316784185,0.355636727910793,65.1049,8.40630000000001,-1.19460367589537
ASEG-Right-Cerebellum-Cortex_normStdDev,0.534901623532016,0.0773895542790285,-0.000658190397354879,-2.03193335804012,11.8229,1.8293,3.3386088481674
ASEG-Right-Cerebellum-Cortex_normMax,0.585069837963051,0.024992283452656,-0.00021324452983425,-0.601295476951391,117,25,-0.6443272641575
ASEG-Right-Cerebellum-Cortex_normRange,0.615488119754947,0.0298104300743438,-0.000280995825627337,-0.663062275519114,111,26,0.388643362688831
ASEG-Right-Thalamus_Volume_mm3,0.537345437147866,0.0391993506953854,-0.000663084137982433,-0.264362562870169,7440.8,1020.3,1.18341964138612
