feature_name,MAE_norm,Norm_Coeff_age,Norm_Coeff_age2,Norm_Intercept,Scaler_center,Scaler_scale,mean
A2009-ctx-lh-S_interm_prim-Jensen_GrayVol,0.589455714656744,-0.00492030049099208,-3.47398856872682E-05,0.313738158309331,451,272,1.18322644750842
A2009-ctx-lh-S_interm_prim-Jensen_ThickAvg,0.638464130733915,-0.0208012255506225,0.000139154400309899,0.670966563695414,2.249,0.372,-1.67692002082586
A2009-ctx-lh-S_interm_prim-Jensen_ThickStd,0.620780709502158,-0.0147618063960955,0.000147761621794998,0.369241828390611,0.434,0.141,0.263630636673478
A2009-ctx-lh-S_intrapariet_and_P_trans_GrayVol,0.595293722772579,-0.0327519538971393,0.000154906984896238,1.16010590626725,3597,760,-0.98243431682683
A2009-ctx-lh-S_intrapariet_and_P_trans_ThickAvg,0.533322371816912,-0.0790558469714163,0.000608809952931726,2.24678159264639,2.026,0.184,-1.09777205239266
A2009-ctx-lh-S_intrapariet_and_P_trans_ThickStd,0.616597519413275,-0.0610156025090425,0.000625108520305848,1.44011206607158,0.423,0.052,-0.383337656699498
A2009-ctx-lh-S_oc_middle_and_Lunatus_GrayVol,0.573247815718925,-0.00417760341823192,-9.02415158240623E-05,0.408333576232445,1208,388,-1.00580653349813
A2009-ctx-lh-S_oc_middle_and_Lunatus_ThickAvg,0.571667154930498,-0.0174455060722585,4.9808711604276E-05,0.66226722722957,2.038,0.224,-1.85222173741622
A2009-ctx-lh-S_oc_middle_and_Lunatus_ThickStd,0.653083978167262,-0.0382342112848168,0.000412277174763636,0.855408621958434,0.397,0.082,-0.186360428416415
A2009-ctx-lh-S_oc_sup_and_transversal_GrayVol,0.589538160010966,0.0148257362970063,-0.000349100908776467,0.116359182072586,1504,382,-2.07320201367219
A2009-ctx-lh-S_oc_sup_and_transversal_ThickAvg,0.582798193448452,-0.0342639494657839,0.000160811558178104,1.17921153716332,2.025,0.196,-0.290965862888801
A2009-ctx-lh-S_oc_sup_and_transversal_ThickStd,0.585023608608514,-0.0630667672899096,0.000637889783092373,1.43432125382279,0.403,0.075,-2.38922215653889
A2009-ctx-lh-S_occipital_ant_GrayVol,0.603442652124116,-0.0017976596723239,-0.000103675472176325,0.361753626408065,1068,384,-0.92304181333071
A2009-ctx-lh-S_occipital_ant_ThickAvg,0.574162972358264,-0.0306796208123316,0.000131853635527562,1.11167924062498,2.226,0.245,-0.496804213912724
A2009-ctx-lh-S_occipital_ant_ThickStd,0.620821654771102,-0.0680043775554186,0.000747584700111712,1.45754455115305,0.42,0.1,-1.00375625878375
A2009-ctx-lh-S_oc-temp_lat_GrayVol,0.589427077916244,-0.0141215299289088,4.64216225613652E-05,0.528403000539364,1502,403,0.353131301066636
A2009-ctx-lh-S_oc-temp_lat_ThickAvg,0.586909014669291,-0.0344669603198988,0.000205915759603131,1.1035013669955,2.405,0.216,-0.705511552553742
A2009-ctx-lh-S_oc-temp_lat_ThickStd,0.622011734964884,-0.0397984459110492,0.000411003485824421,0.914319615064675,0.443,0.092,-0.537942449813057
A2009-ctx-lh-S_oc-temp_med_and_Lingual_GrayVol,0.573244728882136,-0.00695463477702421,-0.000134487092784758,0.623110877782568,3158,588,2.41407970863431
A2009-ctx-lh-S_oc-temp_med_and_Lingual_ThickAvg,0.531235935815953,-0.0105849732682261,-0.000141892846470567,0.76447557657797,2.322,0.205,0.628773786710623
A2009-ctx-lh-S_oc-temp_med_and_Lingual_ThickStd,0.599066206545814,-0.0215980714421,0.000265271978147927,0.425609237333019,0.524,0.089,-0.370341693001306
A2009-ctx-lh-S_orbital_lateral_GrayVol,0.585522046848965,-0.0206238030746739,8.72504445547654E-05,0.74801326101631,508,171,-0.828558996247144
A2009-ctx-lh-S_orbital_lateral_ThickAvg,0.606058837709303,-0.0288330416753498,0.000213240067654174,0.860467393156489,2.084,0.291,-1.55151521854762
A2009-ctx-lh-S_orbital_lateral_ThickStd,0.619482742407114,-0.0347740384763499,0.000266001780394013,1.02715321229484,0.422,0.115,0.598306443742376
A2009-ctx-lh-S_orbital_med-olfact_GrayVol,0.551538574739792,-0.0156464799611326,-4.39986898064588E-05,0.822722171231708,961,163,-1.29377300162977
A2009-ctx-lh-S_orbital_med-olfact_ThickAvg,0.616949344961863,-0.0289240599621091,0.000174700446896177,0.939997885188724,2.261,0.193,0.0910174837875175
A2009-ctx-lh-S_orbital_med-olfact_ThickStd,0.613101431915585,-0.0116099546958857,9.41361930498836E-05,0.356039169384209,0.598,0.114,-0.460782205756645
A2009-ctx-lh-S_orbital-H_Shaped_GrayVol,0.578521717238213,-0.0099264360535098,-0.000102974171530441,0.696358044830673,2752,442,0.0981085203859337
A2009-ctx-lh-S_orbital-H_Shaped_ThickAvg,0.566776589295958,-0.0317930608557534,0.000239123357203895,0.919624697825551,2.638,0.301,-1.21840464215505
A2009-ctx-lh-S_orbital-H_Shaped_ThickStd,0.577982484547607,-0.0982999995349924,0.00100918647818352,2.20194224866833,0.629,0.116,1.0641254990763
A2009-ctx-lh-S_parieto_occipital_GrayVol,0.572265269409505,-0.0221434499906604,4.28057619719562E-05,0.902824540497048,2814,697,-0.71456078128267
A2009-ctx-lh-S_parieto_occipital_ThickAvg,0.532974015378022,-0.0604862589809357,0.000372456365215929,1.88463007482712,2.077,0.206,-0.74311181237486
A2009-ctx-lh-S_parieto_occipital_ThickStd,0.591428753956648,-0.0416038462862363,0.000370020917088091,1.03777868731837,0.499,0.072,0.570718345920662
A2009-ctx-lh-S_pericallosal_GrayVol,0.635985381729689,-0.030763095403846,0.000285928498522559,0.772131255575661,1346,366,-1.34673220023994
A2009-ctx-lh-S_pericallosal_ThickAvg,0.585717249155545,-0.0560804954751408,0.000490650367954211,1.4637569609663,1.653,0.223,0.241501867321741
A2009-ctx-lh-S_pericallosal_ThickStd,0.598687690839312,-0.0408692288478841,0.000376131734659101,1.03938939208292,0.581,0.143,-0.0379734019448724
A2009-ctx-lh-S_postcentral_GrayVol,0.599739339570577,-0.0225966607189113,0.00014028378470424,0.745553532999652,3650,819,-0.618407276185475
A2009-ctx-lh-S_postcentral_ThickAvg,0.556172864137579,-0.0854276958207564,0.000704043614314492,2.30910879966265,1.976,0.173,-0.917868462351001
A2009-ctx-lh-S_postcentral_ThickStd,0.599671138771127,-0.0809317276462483,0.000809020182049471,1.8990148635689,0.472,0.061,0.872988429540462
A2009-ctx-lh-S_precentral-inf-part_GrayVol,0.591512262220978,-0.00396958921855477,-6.48262510216589E-05,0.344524194274923,2410,617,-0.304062385441225
A2009-ctx-lh-S_precentral-inf-part_ThickAvg,0.529971233002364,-0.040771778922184,0.00018294799983433,1.44179043332432,2.369,0.212,-1.47596154645395
A2009-ctx-lh-S_precentral-inf-part_ThickStd,0.598407315328496,-0.0485916654374903,0.000548011160764515,0.9810314534338,0.456,0.07,-0.0507724666627274
A2009-ctx-lh-S_precentral-sup-part_GrayVol,0.602910220745503,-0.0206071011693311,0.000110044288266941,0.666847834083559,1774,462,-1.0531524938
A2009-ctx-lh-S_precentral-sup-part_ThickAvg,0.587398861471605,-0.0440141821513446,0.000326817091586442,1.27498339045947,2.198,0.243,-1.72896027955223
A2009-ctx-lh-S_precentral-sup-part_ThickStd,0.581600496033092,-0.0642895337681778,0.000648874308243864,1.46753728252315,0.458,0.075,1.75201237680359
A2009-ctx-lh-S_suborbital_GrayVol,0.597658723565801,-0.0240664011859086,0.000150527687492676,0.793748855087272,1060,353,-0.148095835737065
A2009-ctx-lh-S_suborbital_ThickAvg,0.563041601635562,-0.0451436380570909,0.000329984629848147,1.30446922997199,2.293,0.319,0.45898594437551
A2009-ctx-lh-S_suborbital_ThickStd,0.601479079862402,-0.0141870253411266,9.40098601684894E-05,0.452578604033015,0.545,0.158,-0.389916762184829
A2009-ctx-lh-S_subparietal_GrayVol,0.586029089753351,-0.0386270907921805,0.000233275100071499,1.22514644459878,1484,413,0.180296886178596
A2009-ctx-lh-S_subparietal_ThickAvg,0.576146390390725,-0.0440355297765883,0.000256351466748405,1.41277656420943,2.203,0.185,-1.3784302572077
A2009-ctx-lh-S_subparietal_ThickStd,0.599409967444509,-0.074690620876839,0.00075716280828024,1.70871470077382,0.434,0.081,-0.763525329598955
A2009-ctx-lh-S_temporal_inf_GrayVol,0.58884101895555,0.00335305500250867,-0.000132886660871357,0.160286273534246,2598,564,-1.66212452479868
A2009-ctx-lh-S_temporal_inf_ThickAvg,0.591224433193813,-0.0268541181553921,0.000145812537000459,0.859883397300146,2.451,0.185,-0.604446855608603
A2009-ctx-lh-S_temporal_inf_ThickStd,0.547068677744245,-0.052396165826936,0.000449209948598022,1.38270342149069,0.482,0.094,-2.79629653223876
A2009-ctx-lh-S_temporal_sup_GrayVol,0.572797550151004,-0.0302860269449048,9.99030611932705E-05,1.16003477360963,9519,1776,-0.160523525372725
A2009-ctx-lh-S_temporal_sup_ThickAvg,0.535507239369971,-0.0479783628149362,0.000220257583361194,1.67738415821263,2.448,0.162,0.837442513474205
A2009-ctx-lh-S_temporal_sup_ThickStd,0.568784638164792,-0.0830479452884283,0.000848156487030218,1.87147138328452,0.476,0.054,-0.20012147150273
A2009-ctx-lh-S_temporal_transverse_GrayVol,0.583277996643065,-0.0218775643720712,4.28252529149725E-05,0.94540456336886,484,173,0.501235507875074
A2009-ctx-lh-S_temporal_transverse_ThickAvg,0.568123764894376,-0.0212527481695596,7.67145352446264E-05,0.816228110216835,2.123,0.41,0.464006636234196
A2009-ctx-lh-S_temporal_transverse_ThickStd,0.606875617287181,0.00087634834166339,-3.25609841287887E-05,0.0806838633997031,0.415,0.119,0.641340595029259
A2009-ctx-rh-G_and_S_frontomargin_GrayVol,0.562358250059531,-0.0393620220651589,0.000232123703315279,1.25025551935659,1906,382,0.46245379254812
A2009-ctx-rh-G_and_S_frontomargin_ThickAvg,0.586527829740007,-0.0561004266921727,0.000472901266948588,1.49646955768877,2.374,0.281,-0.0813218062401539
A2009-ctx-rh-G_and_S_frontomargin_ThickStd,0.575281193456702,-0.0344276658095629,0.000183482261690031,1.19233536325843,0.585,0.117,1.04100214444393
A2009-ctx-rh-G_and_S_occipital_inf_GrayVol,0.57225198097654,-0.0186905311490972,1.50948722250895E-05,0.857301185306256,2777,700,0.752843576168234
A2009-ctx-rh-G_and_S_occipital_inf_ThickAvg,0.572102067694299,-0.0278055594610867,0.000166085158618566,0.87662562071175,2.5,0.281,-1.38037395699647
A2009-ctx-rh-G_and_S_occipital_inf_ThickStd,0.585938933861855,-0.0156960425215263,0.000251894571447092,0.135125674830621,0.627,0.126,-0.745066155950604
A2009-ctx-rh-G_and_S_paracentral_GrayVol,0.599112078986174,-0.025871878675785,0.000168763364974548,0.808560694763301,2531,468,-0.915759225978004
A2009-ctx-rh-G_and_S_paracentral_ThickAvg,0.580180350140554,-0.0317834746869737,0.000219544244240014,0.958072028231288,2.178,0.221,-2.36786266269401
A2009-ctx-rh-G_and_S_paracentral_ThickStd,0.58509519764666,-0.0375895253595539,0.000471911841668932,0.685698726887959,0.571,0.087,-1.86425332222599
A2009-ctx-rh-G_and_S_subcentral_GrayVol,0.53518447625917,-0.0517158708410941,0.000320537670979543,1.66073874985823,3011,667,-0.960628518806943
A2009-ctx-rh-G_and_S_subcentral_ThickAvg,0.5365362478067,-0.0498743167967589,0.000304654169249837,1.59628018812833,2.566,0.272,-0.312091506693452
A2009-ctx-rh-G_and_S_subcentral_ThickStd,0.589553918126872,-0.0600952140348148,0.000691978305290375,1.18559835498133,0.543,0.078,0.143533677967073
A2009-ctx-rh-G_and_S_transv_frontopol_GrayVol,0.544690813948874,-0.0475439214986434,0.000283228671326715,1.55951966634921,2792,545,-0.267138024735266
A2009-ctx-rh-G_and_S_transv_frontopol_ThickAvg,0.5656111998677,-0.056705091012356,0.000425741674216964,1.64886001313972,2.518,0.267,0.992079748427342
A2009-ctx-rh-G_and_S_transv_frontopol_ThickStd,0.590913674385394,-0.0834559101234334,0.00077003668153404,2.07902543603493,0.594,0.099,0.818948722020526
A2009-ctx-rh-G_and_S_cingul-Ant_GrayVol,0.538034681337808,-0.045593330620453,0.000237451887601094,1.53955430720809,5976,1035,-0.762853842018878
A2009-ctx-rh-G_and_S_cingul-Ant_ThickAvg,0.553042133738057,-0.0716230546228959,0.000516972564485132,2.11970751396899,2.542,0.199,-1.37785196081815
A2009-ctx-rh-G_and_S_cingul-Ant_ThickStd,0.593015888035607,-0.05220206895917,0.000427857266507271,1.42352837207724,0.561,0.089,0.845029522933331
A2009-ctx-rh-G_and_S_cingul-Mid-Ant_GrayVol,0.575649726237975,-0.0445203342559765,0.000285057014871599,1.42370605023191,2743,602,0.476661172544486
A2009-ctx-rh-G_and_S_cingul-Mid-Ant_ThickAvg,0.542962363942965,-0.064331819483325,0.000428891947429251,1.97758094176502,2.576,0.226,-1.699988193774
A2009-ctx-rh-G_and_S_cingul-Mid-Ant_ThickStd,0.583334047973876,-0.0420284733693923,0.000352034658948035,1.11344850349846,0.529,0.097,1.11931379515534
A2009-ctx-rh-G_and_S_cingul-Mid-Post_GrayVol,0.582550484138925,-0.021657474611488,3.68721363745233E-05,0.921955319985118,2681,512,-0.391112886948734
A2009-ctx-rh-G_and_S_cingul-Mid-Post_ThickAvg,0.557997809611715,-0.104947812718446,0.000929455952778515,2.6934612348954,2.469,0.188,-1.35523639076314
A2009-ctx-rh-G_and_S_cingul-Mid-Post_ThickStd,0.570371765772709,-0.0549660074618856,0.000513226297138923,1.34421266348275,0.542,0.089,-0.757212657458888
A2009-ctx-rh-G_cingul-Post-dorsal_GrayVol,0.572119973209695,-0.0390222411993135,0.000232740405855115,1.27455583848213,1460,339,1.30625337681205
A2009-ctx-rh-G_cingul-Post-dorsal_ThickAvg,0.516238744263812,-0.0558168500792098,0.000327240310235466,1.82532606740152,2.795,0.263,0.900624975439049
A2009-ctx-rh-G_cingul-Post-dorsal_ThickStd,0.59713587573704,-0.0485657546916655,0.000472153171597764,1.16641001546917,0.609,0.126,-2.5440073247752
A2009-ctx-rh-G_cingul-Post-ventral_GrayVol,0.599314520222162,-0.0372541608695586,0.000320941653277494,0.990982623023343,771,215,2.21833114635197
A2009-ctx-rh-G_cingul-Post-ventral_ThickAvg,0.586905696302886,-0.02986166025419,0.000201806864356953,0.888517681866926,2.686,0.352,1.56771247114522
A2009-ctx-rh-G_cingul-Post-ventral_ThickStd,0.593200348125857,-0.0125031147775033,0.000207562839614713,0.0865017475977669,0.798,0.158,0.939878083825928
A2009-ctx-rh-G_cuneus_GrayVol,0.578059824913012,-0.0397813522716505,0.000299486146863901,1.10008135902569,3000,662,-0.264126220902397
A2009-ctx-rh-G_cuneus_ThickAvg,0.57818476697991,-0.093722738384654,0.000894699132739742,2.27610072300074,1.696,0.152,-2.43592467235364
A2009-ctx-rh-G_cuneus_ThickStd,0.594039238670437,-0.0570440928689681,0.000500867385145078,1.47989203728162,0.487,0.088,-0.259136177452643
A2009-ctx-rh-G_front_inf-Opercular_GrayVol,0.532350433798285,-0.0508800075972019,0.00030881186677108,1.65333625716901,3240,758,-0.423736544383947
A2009-ctx-rh-G_front_inf-Opercular_ThickAvg,0.528436009380404,-0.0632291458218167,0.000392964527894076,2.02147318688292,2.639,0.252,-0.463661477587136
A2009-ctx-rh-G_front_inf-Opercular_ThickStd,0.604723790229078,-0.0243562157360366,0.00027002214922461,0.509415393376829,0.506,0.08,-1.00119829810853
A2009-ctx-rh-G_front_inf-Orbital_GrayVol,0.580446305587169,-0.031488468840644,0.000119603024654646,1.16807063780565,1098,309,-1.8909326548027
A2009-ctx-rh-G_front_inf-Orbital_ThickAvg,0.542932511570121,-0.0348306463513507,0.000139669212656113,1.24478035191448,2.708,0.316,-0.725465500021631
A2009-ctx-rh-G_front_inf-Orbital_ThickStd,0.586617932014973,-0.0400822296207669,0.000387408621198333,0.982671827698106,0.484,0.121,0.562264308618149
A2009-ctx-rh-G_front_inf-Triangul_GrayVol,0.574010501804574,-0.01204022662129,-6.62180862904465E-05,0.70500384624083,2225,690,-1.08062871874154
A2009-ctx-rh-G_front_inf-Triangul_ThickAvg,0.558168841328363,-0.074064794590343,0.000534712230345501,2.14055749984583,2.544,0.249,-1.0810483989277
A2009-ctx-rh-G_front_inf-Triangul_ThickStd,0.577816176063026,-0.101103900204689,0.00103335947389622,2.29024604322308,0.493,0.092,1.03108103003166
A2009-ctx-rh-G_front_middle_GrayVol,0.558510097847392,-0.063672439054518,0.000513034457922522,1.76193971772099,9350,2132,0.270697116445295
A2009-ctx-rh-G_front_middle_ThickAvg,0.524790098996031,-0.0706117286662357,0.000552272685244966,2.00812372238977,2.521,0.23,-0.703249706855761
A2009-ctx-rh-G_front_middle_ThickStd,0.581031218215383,-0.0818509739115297,0.000845608491381189,1.82036712757234,0.554,0.07,2.20614329405885
A2009-ctx-rh-G_front_sup_GrayVol,0.56552808768049,-0.0643213123461979,0.000498701789201197,1.84184191109876,15739,2721,0.344362217455991
A2009-ctx-rh-G_front_sup_ThickAvg,0.577397462889863,-0.0779208170547061,0.000711684459866832,1.95585275703673,2.649,0.245,-2.04121788071774
A2009-ctx-rh-G_front_sup_ThickStd,0.573988913019679,-0.0910027424790611,0.000829124936755063,2.30602560344952,0.625,0.0710000000000001,1.84515234290058
A2009-ctx-rh-G_Ins_lg_and_S_cent_ins_GrayVol,0.558785380020972,-0.0349755972928457,0.000156968149785028,1.24960403926503,1429,284,-0.646526331666457
A2009-ctx-rh-G_Ins_lg_and_S_cent_ins_ThickAvg,0.550467627256725,-0.0295671875576903,9.24201064565625E-05,1.1676849250136,3.12,0.423,-1.54015534524816
A2009-ctx-rh-G_Ins_lg_and_S_cent_ins_ThickStd,0.592632187006081,-0.0272569030390297,0.000212991316203327,0.792145290986928,0.77,0.174,0.726540171315015
A2009-ctx-rh-G_insular_short_GrayVol,0.570600189786607,-0.0401892889420266,0.000278214141151789,1.19636079329391,2204,411,-0.343563397231777
A2009-ctx-rh-G_insular_short_ThickAvg,0.574067670418461,-0.0279946732645059,0.000131996386897665,0.969458022007902,3.195,0.352,-3.05799193770281
A2009-ctx-rh-G_insular_short_ThickStd,0.594099295977547,0.0219073844437599,-0.000176539471621819,-0.625594560118342,0.923,0.165,2.62487508113539
A2009-ctx-rh-G_occipital_middle_GrayVol,0.565627989428818,-0.0300533492363667,0.000168447980486438,0.994863150850737,5518,1289,-1.09193753405538
A2009-ctx-rh-G_occipital_middle_ThickAvg,0.584925704019008,-0.0535573369568665,0.000446330203086984,1.4112952040833,2.651,0.21,-1.77065354491419
A2009-ctx-rh-G_occipital_middle_ThickStd,0.566222244963541,-0.026939123840214,0.000456063282052408,0.241753288023758,0.592,0.107,-0.537999265446528
A2009-ctx-rh-G_occipital_sup_GrayVol,0.58290235967322,-0.031399909565565,0.000142874092405539,1.11817758628555,2867,680,0.636188532742214
A2009-ctx-rh-G_occipital_sup_ThickAvg,0.562501268428417,-0.0382604203290768,0.000270599556141771,1.13089146517951,2.177,0.249,0.0462809942607931
A2009-ctx-rh-G_occipital_sup_ThickStd,0.596469183126572,-0.0104471747160584,0.000142020527569255,0.192798753814036,0.599,0.133,1.23657758762115
A2009-ctx-rh-G_oc-temp_lat-fusifor_GrayVol,0.567626045221689,-0.0197372505354069,8.64604526431601E-05,0.687743122606295,5129,1229,-0.186300246178005
A2009-ctx-rh-G_oc-temp_lat-fusifor_ThickAvg,0.552951698038551,-0.0382103684725066,0.000207118574307771,1.25898436071616,2.809,0.248,-1.07868135312534
A2009-ctx-rh-G_oc-temp_lat-fusifor_ThickStd,0.573007876830643,0.00721695377687111,0.000102072546601199,-0.531069193460185,0.675,0.096,0.541705412017258
A2009-ctx-rh-G_oc-temp_med-Lingual_GrayVol,0.581625109207304,-0.0224564670636623,0.000141905181239682,0.703795246388327,4809,1060,0.471567419263642
A2009-ctx-rh-G_oc-temp_med-Lingual_ThickAvg,0.576501708183995,-0.0524197355011711,0.000424769746100518,1.44275591834577,1.94,0.181,-1.83217730652217
A2009-ctx-rh-G_oc-temp_med-Lingual_ThickStd,0.559716210147917,-0.0113021225833906,-7.87612013193381E-05,0.668753070693107,0.687,0.098,-1.5588402994547
A2009-ctx-rh-G_oc-temp_med-Parahip_GrayVol,0.576159293743705,-0.00578933986929042,2.6313466805323E-05,0.190633674351815,3524,838,-0.664117623549943
A2009-ctx-rh-G_oc-temp_med-Parahip_ThickAvg,0.604374796094398,0.0121762805854748,-0.000156730678644938,-0.240728006441884,3.055,0.273,0.954706121306138
A2009-ctx-rh-G_oc-temp_med-Parahip_ThickStd,0.602757379979999,-0.0112650305264413,0.000190020653342691,0.0649062876565069,0.845,0.091,-0.210850229119625
A2009-ctx-rh-G_orbital_GrayVol,0.52537986731655,-0.0638968297318779,0.00039282622967445,2.02924418797585,7117,1129,0.591338438558881
A2009-ctx-rh-G_orbital_ThickAvg,0.546487130225726,-0.073692912339962,0.000561911076131448,2.12374001775072,2.695,0.237,1.06846005608699
A2009-ctx-rh-G_orbital_ThickStd,0.59493561575292,-0.0573691556310378,0.000518772379085371,1.45845000480537,0.713,0.087,0.918169033587109
A2009-ctx-rh-G_pariet_inf-Angular_GrayVol,0.55748905578308,-0.0429619608369594,0.000230406934760633,1.45505200992916,7107,1664,-1.43898202742636
A2009-ctx-rh-G_pariet_inf-Angular_ThickAvg,0.558960884099986,-0.0584213900472244,0.000397633347363233,1.77311330403123,2.595,0.21,-0.883585260249565
A2009-ctx-rh-G_pariet_inf-Angular_ThickStd,0.590089776109215,-0.0413450781021634,0.000425625644960036,0.951205519849396,0.608,0.0910000000000001,-0.0519043848350106
A2009-ctx-rh-G_pariet_inf-Supramar_GrayVol,0.543025836058649,-0.0380312201576136,0.000172882912758492,1.37877043310635,5714,1300,0.0176928314935534
A2009-ctx-rh-G_pariet_inf-Supramar_ThickAvg,0.552335386988406,-0.0616708642546862,0.000405741933570696,1.90566688085818,2.647,0.206,-0.836063190929277
A2009-ctx-rh-G_pariet_inf-Supramar_ThickStd,0.565251110569418,-0.0895990229106754,0.000923334526543289,1.98040892364682,0.558,0.073,-0.841174020621879
A2009-ctx-rh-G_parietal_sup_GrayVol,0.561560022348115,-0.0617666378079379,0.000480781438756254,1.7374876217106,4652,987,-0.832595829393413
A2009-ctx-rh-G_parietal_sup_ThickAvg,0.604003489479175,-0.0459260481872341,0.00043708829577993,1.11097587567425,2.261,0.192,-2.13547876528618
A2009-ctx-rh-G_parietal_sup_ThickStd,0.604137174325811,-0.0482493094058602,0.00064403238535777,0.751886887708611,0.592,0.094,-1.34105007841981
A2009-ctx-rh-G_postcentral_GrayVol,0.583809800561813,-0.0346594418460737,0.000228190925907165,1.08378149013423,3595,807,-1.03181836072777
A2009-ctx-rh-G_postcentral_ThickAvg,0.572610795628588,-0.0478812640469896,0.000379724673563749,1.33118906236564,2.05,0.213,-0.559374632696034
A2009-ctx-rh-G_postcentral_ThickStd,0.586834419729574,-0.0549634754993456,0.000506979188798971,1.33892494526623,0.553,0.083,-0.979693075388294
A2009-ctx-rh-G_precentral_GrayVol,0.588882386489403,-0.00695900313245546,-6.34978725216191E-05,0.435097927968726,6199,1019,-0.936475175734096
A2009-ctx-rh-G_precentral_ThickAvg,0.586443454827136,-0.0280074253292229,0.000150299144028223,0.917044932623913,2.662,0.207,-2.2811496826005
A2009-ctx-rh-G_precentral_ThickStd,0.593664974705273,-0.0773169662500131,0.00091598542521949,1.47365905013599,0.562,0.091,-0.597190859094278
A2009-ctx-rh-G_precuneus_GrayVol,0.552097225952743,-0.0515467208912462,0.00025466158197626,1.83075839879189,5429,1051,-0.0737761867849891
A2009-ctx-rh-G_precuneus_ThickAvg,0.581680930054275,-0.0598864958142648,0.000431350146629108,1.7274945168546,2.393,0.199,-2.16476553684025
A2009-ctx-rh-G_precuneus_ThickStd,0.605110339712198,-0.066948872587439,0.000724496034526231,1.46862209398579,0.58,0.069,0.544151343082504
A2009-ctx-rh-G_rectus_GrayVol,0.542305969859471,-0.0491768254467809,0.000330227341567289,1.51481240363265,2176,405,0.0947178588178878
A2009-ctx-rh-G_rectus_ThickAvg,0.569281433480257,-0.0199880289190649,1.94900814957511E-05,0.855051872855296,2.541,0.266,0.338529017662014
A2009-ctx-rh-G_rectus_ThickStd,0.58949345900896,-0.0790700623891684,0.000764187665394727,1.88902229366504,0.584,0.099,-2.48426750752482
A2009-ctx-rh-G_subcallosal_GrayVol,0.577523143582978,0.0216519017031042,-0.00033625819262282,-0.221764309302982,969,291,0.514112790507069
A2009-ctx-rh-G_subcallosal_ThickAvg,0.579591540445822,0.0298445428080014,-0.000466137230314577,-0.327739658249887,2.477,0.292,0.156668563721892
A2009-ctx-rh-G_subcallosal_ThickStd,0.605083205430053,-0.0308774113358817,0.000199438146982704,0.984676784091317,0.856,0.138,-0.527800700891281
A2009-ctx-rh-G_temp_sup-G_T_transv_GrayVol,0.578460575343111,-0.0320051598772972,0.000142078160088598,1.16409332101244,776,235,-1.04048569263859
A2009-ctx-rh-G_temp_sup-G_T_transv_ThickAvg,0.546486470826471,-0.0466374613112498,0.000313140969284434,1.41247844972567,2.326,0.361,-0.372865008584316
A2009-ctx-rh-G_temp_sup-G_T_transv_ThickStd,0.597400276873369,-0.0449936075463528,0.000427117361789095,1.08467890550261,0.501,0.117,-1.50233714167448
A2009-ctx-rh-G_temp_sup-Lateral_GrayVol,0.555548859245692,-0.0434708230746821,0.000247981918181692,1.44033754474371,5556,992,1.00645099503784
A2009-ctx-rh-G_temp_sup-Lateral_ThickAvg,0.571695712500075,-0.0199414105638371,1.93642090702138E-05,0.838223113449508,3.099,0.272,1.00354239025509
A2009-ctx-rh-G_temp_sup-Lateral_ThickStd,0.574698186905921,-0.0538687094557752,0.000523360814808058,1.28248247411676,0.601,0.095,-1.35745841477386
A2009-ctx-rh-G_temp_sup-Plan_polar_GrayVol,0.576716561310179,0.00344128200762424,-0.000209186607782575,0.346848361255678,2057,442,-0.515002638115407
A2009-ctx-rh-G_temp_sup-Plan_polar_ThickAvg,0.582124337290887,0.0307070106073144,-0.00046910402350257,-0.333851153195774,3.183,0.344,-1.45724371474501
A2009-ctx-rh-G_temp_sup-Plan_polar_ThickStd,0.59735465382865,-0.000963059916263684,7.89183519738627E-06,0.022455404876177,0.758,0.153,-0.659881361552972
A2009-ctx-rh-G_temp_sup-Plan_tempo_GrayVol,0.579327515291189,-0.0208680299635616,6.54675923123249E-05,0.824197977120116,1652,422,0.339125056926926
A2009-ctx-rh-G_temp_sup-Plan_tempo_ThickAvg,0.541797328326464,-0.0456444982859764,0.000257570422882969,1.45289708353396,2.481,0.298,0.916401241282856
A2009-ctx-rh-G_temp_sup-Plan_tempo_ThickStd,0.574441898539091,-0.0428603277058997,0.000429252787201099,0.969902288924822,0.515,0.0969999999999999,1.42242850324807
A2009-ctx-rh-G_temporal_inf_GrayVol,0.577694676442938,-0.0145882766509629,-4.3740533225999E-06,0.683423491761935,7634,1530,-1.58828026942947
A2009-ctx-rh-G_temporal_inf_ThickAvg,0.585860118008721,-0.00101685839091907,-0.000124467322725078,0.323188654830704,2.945,0.255,-0.309987555200842
A2009-ctx-rh-G_temporal_inf_ThickStd,0.567343369765634,-0.0687421529424592,0.000688884888337113,1.61521299488041,0.73,0.096,-0.844345317505179
A2009-ctx-rh-G_temporal_middle_GrayVol,0.542821682763957,-0.0337311780991069,0.000146880338192108,1.21935684720659,9078,1644,-0.0297860222641874
A2009-ctx-rh-G_temporal_middle_ThickAvg,0.537781740833974,-0.0516117340368937,0.000329527366369917,1.59995435510616,3.057,0.217,-0.453574591373108
A2009-ctx-rh-G_temporal_middle_ThickStd,0.584164518938182,-0.0810662047435619,0.00084138999291721,1.78379783618062,0.618,0.0770000000000001,0.2099526117433
